ID_VUELO;flightNum;departure;arrival;originiata;destiata;Matricula
37687;211;27/10/2008;27/10/2008;PHX;SNA;N909WN
37688;211;27/10/2008;27/10/2008;SNA;OAK;N909WN
37689;211;27/10/2008;27/10/2008;TUL;PHX;N909WN
37690;212;26/10/2008;26/10/2008;LAS;SJC;N773SA
37691;212;26/10/2008;26/10/2008;PHL;RDU;N441WN
37692;212;26/10/2008;26/10/2008;RDU;LAS;N441WN
37693;212;27/10/2008;27/10/2008;LAS;SJC;N483WN
37694;212;27/10/2008;27/10/2008;PHL;RDU;N483WN
37695;212;27/10/2008;27/10/2008;RDU;LAS;N483WN
37696;213;26/10/2008;26/10/2008;BHM;LAS;N900WN
37697;213;26/10/2008;26/10/2008;BWI;BHM;N900WN
37698;213;26/10/2008;26/10/2008;LAS;SFO;N900WN
37699;213;27/10/2008;27/10/2008;BDL;BWI;N736SA
37700;213;27/10/2008;27/10/2008;BHM;LAS;N736SA
37701;213;27/10/2008;27/10/2008;BWI;BHM;N736SA
37702;213;27/10/2008;27/10/2008;LAS;SFO;N736SA
37703;214;26/10/2008;26/10/2008;OKC;PHX;N343SW
37704;214;26/10/2008;26/10/2008;PHX;SMF;N310SW
37705;214;27/10/2008;27/10/2008;OKC;PHX;N632SW
37706;214;27/10/2008;27/10/2008;PHX;SMF;N632SW
37707;215;26/10/2008;26/10/2008;BNA;MDW;N762SW
37708;215;26/10/2008;26/10/2008;MDW;LAS;N762SW
37709;215;26/10/2008;26/10/2008;TPA;BNA;N762SW
37710;215;27/10/2008;27/10/2008;BNA;MDW;N747SA
37711;215;27/10/2008;27/10/2008;MDW;LAS;N747SA
37712;215;27/10/2008;27/10/2008;TPA;BNA;N747SA
37713;216;26/10/2008;26/10/2008;DEN;LAS;N239WN
37714;216;26/10/2008;26/10/2008;LAS;ONT;N742SW
37715;216;26/10/2008;26/10/2008;ONT;SJC;N742SW
37716;216;26/10/2008;26/10/2008;TPA;DEN;N378SW
37717;216;27/10/2008;27/10/2008;DEN;LAS;N384SW
37718;216;27/10/2008;27/10/2008;LAS;ONT;N384SW
37719;216;27/10/2008;27/10/2008;ONT;SJC;N384SW
37720;216;27/10/2008;27/10/2008;TPA;DEN;N384SW
37721;217;25/10/2008;25/10/2008;BWI;BUF;N296WN
37722;218;26/10/2008;26/10/2008;LAX;PHX;N234WN
37723;218;26/10/2008;26/10/2008;OAK;LAX;N234WN
37724;218;26/10/2008;26/10/2008;PHX;MCI;N234WN
37725;218;27/10/2008;27/10/2008;LAX;PHX;N361SW
37726;218;27/10/2008;27/10/2008;OAK;LAX;N361SW
37727;218;27/10/2008;27/10/2008;PHX;MCI;N643SW
37728;219;26/10/2008;26/10/2008;OAK;SAN;N246LV
37729;219;27/10/2008;27/10/2008;OAK;SAN;N298WN
37730;220;25/10/2008;25/10/2008;LAX;OAK;N688SW
37731;220;26/10/2008;26/10/2008;BNA;LAX;N276WN
37732;220;26/10/2008;26/10/2008;LAX;OAK;N276WN
37733;220;27/10/2008;27/10/2008;BNA;LAX;N766SW
37734;220;27/10/2008;27/10/2008;BWI;BNA;N766SW
37735;220;27/10/2008;27/10/2008;LAX;OAK;N766SW
37736;221;27/10/2008;27/10/2008;FLL;MDW;N422WN
37737;221;27/10/2008;27/10/2008;MDW;PDX;N422WN
37738;221;27/10/2008;27/10/2008;PDX;SMF;N422WN
37739;221;27/10/2008;27/10/2008;SAN;ABQ;N422WN
37740;221;27/10/2008;27/10/2008;SMF;SAN;N422WN
37741;222;26/10/2008;26/10/2008;LAS;MDW;N443WN
37742;222;27/10/2008;27/10/2008;LAS;MDW;N490WN
37743;223;27/10/2008;27/10/2008;MDW;DTW;N919WN
37744;224;26/10/2008;26/10/2008;BWI;PVD;N416WN
37745;224;26/10/2008;26/10/2008;SDF;BWI;N416WN
37746;224;26/10/2008;26/10/2008;STL;SDF;N416WN
37747;224;27/10/2008;27/10/2008;BWI;PVD;N262WN
37748;224;27/10/2008;27/10/2008;MCI;STL;N262WN
37749;224;27/10/2008;27/10/2008;SDF;BWI;N262WN
37750;224;27/10/2008;27/10/2008;STL;SDF;N262WN
37751;225;26/10/2008;26/10/2008;MHT;MCO;N614SW
37752;226;26/10/2008;26/10/2008;BNA;PHL;N787SA
37753;226;27/10/2008;27/10/2008;BNA;PHL;N485WN
37754;227;26/10/2008;26/10/2008;MDW;BNA;N787SA
37755;227;27/10/2008;27/10/2008;MDW;BNA;N485WN
37756;228;26/10/2008;27/10/2008;LAX;DEN;N361SW
37757;228;26/10/2008;26/10/2008;SFO;LAX;N361SW
37758;228;27/10/2008;28/10/2008;LAX;DEN;N325SW
37759;228;27/10/2008;27/10/2008;SFO;LAX;N325SW
37760;229;26/10/2008;26/10/2008;DEN;MCI;N764SW
37761;229;26/10/2008;26/10/2008;MCI;STL;N764SW
37762;229;26/10/2008;26/10/2008;STL;SDF;N764SW
37763;229;27/10/2008;27/10/2008;DEN;MCI;N920WN
37764;229;27/10/2008;27/10/2008;MCI;STL;N920WN
37765;229;27/10/2008;27/10/2008;STL;SDF;N920WN
37766;230;26/10/2008;26/10/2008;BUR;PHX;N735SA
37767;230;26/10/2008;26/10/2008;PHX;DEN;N735SA
37768;230;26/10/2008;26/10/2008;SMF;BUR;N735SA
37769;230;27/10/2008;27/10/2008;BUR;PHX;N795SW
37770;230;27/10/2008;27/10/2008;PHX;DEN;N795SW
37771;230;27/10/2008;27/10/2008;SMF;BUR;N795SW
37772;231;26/10/2008;26/10/2008;BNA;DEN;N389SW
37773;231;26/10/2008;26/10/2008;DEN;SLC;N389SW
37774;231;26/10/2008;26/10/2008;RDU;BNA;N389SW
37775;231;26/10/2008;26/10/2008;SLC;OAK;N389SW
37776;231;27/10/2008;27/10/2008;BNA;DEN;N683SW
37777;231;27/10/2008;27/10/2008;DEN;SLC;N683SW
37778;231;27/10/2008;27/10/2008;RDU;BNA;N683SW
37779;231;27/10/2008;27/10/2008;SLC;OAK;N683SW
37780;232;25/10/2008;25/10/2008;AUS;ELP;N690SW
37781;232;25/10/2008;25/10/2008;ELP;LAX;N690SW
37782;233;26/10/2008;26/10/2008;TPA;BDL;N280WN
37783;233;27/10/2008;27/10/2008;TPA;BDL;N244WN
37784;234;26/10/2008;26/10/2008;HOU;OKC;N499WN
37785;234;26/10/2008;26/10/2008;MCI;BNA;N499WN
37786;234;26/10/2008;26/10/2008;OKC;MCI;N499WN
37787;234;27/10/2008;27/10/2008;HOU;OKC;N602SW
37788;234;27/10/2008;27/10/2008;MCI;BNA;N602SW
37789;234;27/10/2008;27/10/2008;MSY;HOU;N602SW
37790;234;27/10/2008;27/10/2008;OKC;MCI;N602SW
37791;235;26/10/2008;26/10/2008;IAD;MDW;N443WN
37792;235;26/10/2008;26/10/2008;MDW;LAS;N443WN
37793;235;27/10/2008;27/10/2008;IAD;MDW;N490WN
37794;235;27/10/2008;27/10/2008;MDW;LAS;N490WN
37795;236;26/10/2008;26/10/2008;SMF;BUR;N715SW
37796;236;27/10/2008;27/10/2008;SMF;BUR;N629SW
37797;237;27/10/2008;27/10/2008;LAX;SJC;N776WN
37798;238;26/10/2008;26/10/2008;LAX;OAK;N619SW
37799;238;26/10/2008;26/10/2008;OAK;SEA;N619SW
37800;238;27/10/2008;27/10/2008;LAX;OAK;N358SW
37801;238;27/10/2008;27/10/2008;OAK;SEA;N358SW
37802;238;27/10/2008;27/10/2008;PHX;LAX;N358SW
37803;238;27/10/2008;27/10/2008;SAT;PHX;N358SW
37804;239;26/10/2008;26/10/2008;BWI;PVD;N790SW
37805;239;26/10/2008;26/10/2008;LAX;PHX;N790SW
37806;239;26/10/2008;26/10/2008;PHX;BWI;N790SW
37807;239;26/10/2008;26/10/2008;SJC;LAX;N790SW
37808;239;27/10/2008;27/10/2008;BWI;PVD;N407WN
37809;239;27/10/2008;27/10/2008;GEG;SEA;N407WN
37810;239;27/10/2008;27/10/2008;LAX;PHX;N407WN
37811;239;27/10/2008;27/10/2008;PHX;BWI;N407WN
37812;239;27/10/2008;27/10/2008;SEA;SJC;N407WN
37813;239;27/10/2008;27/10/2008;SJC;LAX;N407WN
37814;240;26/10/2008;26/10/2008;PHX;TPA;N497WN
37815;240;26/10/2008;26/10/2008;TPA;PBI;N497WN
37816;240;27/10/2008;27/10/2008;LAX;PHX;N431WN
37817;240;27/10/2008;27/10/2008;PHX;TPA;N431WN
37818;240;27/10/2008;27/10/2008;TPA;PBI;N431WN
37819;241;26/10/2008;26/10/2008;MDW;HOU;N206WN
37820;241;26/10/2008;26/10/2008;PHL;MDW;N206WN
37821;241;27/10/2008;27/10/2008;MDW;HOU;N701GS
37822;241;27/10/2008;27/10/2008;PHL;MDW;N701GS
37823;242;26/10/2008;26/10/2008;LAX;SFO;N259WN
37824;242;27/10/2008;27/10/2008;LAX;SFO;N210WN
37825;242;27/10/2008;27/10/2008;TUS;LAX;N210WN
37826;243;26/10/2008;26/10/2008;BNA;MDW;N279WN
37827;243;26/10/2008;26/10/2008;JAX;BNA;N279WN
37828;243;26/10/2008;27/10/2008;LAX;MCI;N279WN
37829;243;26/10/2008;26/10/2008;PDX;SMF;N279WN
37830;243;26/10/2008;26/10/2008;SMF;LAX;N279WN
37831;243;27/10/2008;27/10/2008;BNA;MDW;N214WN
37832;243;27/10/2008;27/10/2008;JAX;BNA;N214WN
37833;243;27/10/2008;28/10/2008;LAX;MCI;N214WN
37834;243;27/10/2008;27/10/2008;PDX;SMF;N214WN
37835;243;27/10/2008;27/10/2008;SMF;LAX;N214WN
37836;244;26/10/2008;26/10/2008;BWI;LAS;N249WN
37837;244;26/10/2008;26/10/2008;LAS;OAK;N249WN
37838;244;26/10/2008;26/10/2008;PVD;BWI;N249WN
37839;244;27/10/2008;27/10/2008;BWI;LAS;N339SW
37840;244;27/10/2008;27/10/2008;LAS;OAK;N912WN
37841;244;27/10/2008;27/10/2008;PVD;BWI;N339SW
37842;245;26/10/2008;26/10/2008;BHM;DAL;N470WN
37843;245;26/10/2008;26/10/2008;BNA;BHM;N470WN
37844;245;26/10/2008;26/10/2008;DAL;SAT;N470WN
37845;245;26/10/2008;26/10/2008;PHX;SEA;N470WN
37846;245;26/10/2008;26/10/2008;SAT;PHX;N470WN
37847;245;27/10/2008;27/10/2008;BHM;DAL;N279WN
37848;245;27/10/2008;27/10/2008;BNA;BHM;N279WN
37849;245;27/10/2008;27/10/2008;DAL;SAT;N279WN
37850;245;27/10/2008;27/10/2008;MCI;BNA;N279WN
37851;245;27/10/2008;27/10/2008;PHX;SEA;N279WN
37852;245;27/10/2008;27/10/2008;SAT;PHX;N279WN
37853;246;26/10/2008;26/10/2008;OAK;SAN;N291WN
37854;246;26/10/2008;27/10/2008;PHX;IND;N291WN
37855;246;26/10/2008;26/10/2008;SAN;PHX;N291WN
37856;246;27/10/2008;27/10/2008;OAK;SAN;N472WN
37857;246;27/10/2008;28/10/2008;PHX;IND;N373SW
37858;246;27/10/2008;27/10/2008;SAN;PHX;N472WN
37859;247;26/10/2008;26/10/2008;LAS;LAX;N780SW
37860;247;26/10/2008;26/10/2008;LIT;LAS;N780SW
37861;247;27/10/2008;27/10/2008;LAS;LAX;N477WN
37862;247;27/10/2008;27/10/2008;LIT;LAS;N477WN
37863;248;25/10/2008;25/10/2008;BUR;OAK;N926WN
37864;248;26/10/2008;26/10/2008;BUR;OAK;N731SA
37865;248;27/10/2008;27/10/2008;BUR;OAK;N247WN
37866;249;25/10/2008;25/10/2008;LAS;IND;N785SW
37867;249;25/10/2008;25/10/2008;OAK;LAS;N785SW
37868;250;26/10/2008;26/10/2008;PDX;OAK;N499WN
37869;251;26/10/2008;26/10/2008;BWI;MDW;N481WN
37870;251;26/10/2008;26/10/2008;MDW;SEA;N481WN
37871;251;27/10/2008;27/10/2008;BWI;MDW;N449WN
37872;251;27/10/2008;27/10/2008;MDW;SEA;N449WN
37873;252;26/10/2008;26/10/2008;MDW;SMF;N725SW
37874;252;27/10/2008;27/10/2008;BNA;MDW;N499WN
37875;252;27/10/2008;27/10/2008;MDW;SMF;N499WN
37876;253;26/10/2008;26/10/2008;BUR;LAS;N487WN
37877;253;26/10/2008;26/10/2008;LAS;SLC;N487WN
37878;253;26/10/2008;26/10/2008;OAK;BUR;N487WN
37879;253;27/10/2008;27/10/2008;BUR;LAS;N905WN
37880;253;27/10/2008;27/10/2008;LAS;SLC;N905WN
37881;253;27/10/2008;27/10/2008;OAK;BUR;N905WN
37882;254;27/10/2008;27/10/2008;OAK;LAS;N209WN
37883;255;26/10/2008;26/10/2008;LAS;SJC;N458WN
37884;255;26/10/2008;26/10/2008;PHX;LAS;N458WN
37885;255;27/10/2008;27/10/2008;LAS;SJC;N653SW
37886;255;27/10/2008;27/10/2008;PHX;LAS;N653SW
37887;256;26/10/2008;26/10/2008;OAK;LAX;N259WN
37888;257;25/10/2008;25/10/2008;LAX;ABQ;N705SW
37889;257;25/10/2008;25/10/2008;SFO;LAX;N705SW
37890;258;26/10/2008;26/10/2008;BWI;HOU;N308SA
37891;258;27/10/2008;27/10/2008;BWI;HOU;N676SW
37892;259;26/10/2008;26/10/2008;SAN;SJC;N327SW
37893;259;26/10/2008;26/10/2008;SJC;PDX;N327SW
37894;259;27/10/2008;27/10/2008;SAN;SJC;N618WN
37895;259;27/10/2008;27/10/2008;SJC;PDX;N618WN
37896;260;27/10/2008;27/10/2008;BOI;PDX;N519SW
37897;261;26/10/2008;26/10/2008;LAS;OKC;N343SW
37898;261;26/10/2008;26/10/2008;RNO;LAS;N343SW
37899;261;27/10/2008;27/10/2008;LAS;OKC;N632SW
37900;261;27/10/2008;27/10/2008;RNO;LAS;N632SW
37901;262;26/10/2008;26/10/2008;BNA;RDU;N329SW
37902;262;26/10/2008;26/10/2008;PHL;PVD;N329SW
37903;262;26/10/2008;26/10/2008;RDU;PHL;N329SW
37904;262;27/10/2008;27/10/2008;AUS;BNA;N697SW
37905;262;27/10/2008;27/10/2008;BNA;RDU;N697SW
37906;262;27/10/2008;27/10/2008;PHL;PVD;N697SW
37907;262;27/10/2008;27/10/2008;RDU;PHL;N697SW
37908;263;26/10/2008;26/10/2008;MCO;PHL;N503SW
37909;263;27/10/2008;27/10/2008;MCO;PHL;N527SW
37910;264;27/10/2008;27/10/2008;BUF;BWI;N311SW
37911;264;27/10/2008;27/10/2008;BWI;ORF;N311SW
37912;265;26/10/2008;26/10/2008;LAS;LAX;N273WN
37913;265;26/10/2008;26/10/2008;STL;LAS;N273WN
37914;265;27/10/2008;27/10/2008;LAS;LAX;N660SW
37915;265;27/10/2008;27/10/2008;STL;LAS;N660SW
37916;266;26/10/2008;26/10/2008;MDW;TUS;N451WN
37917;266;26/10/2008;26/10/2008;PIT;MDW;N451WN
37918;266;26/10/2008;26/10/2008;TUS;LAX;N451WN
37919;266;27/10/2008;27/10/2008;MDW;TUS;N910WN
37920;266;27/10/2008;27/10/2008;PIT;MDW;N910WN
37921;266;27/10/2008;27/10/2008;TUS;LAX;N910WN
37922;267;26/10/2008;26/10/2008;ISP;PBI;N410WN
37923;267;27/10/2008;27/10/2008;ISP;PBI;N205WN
37924;268;26/10/2008;26/10/2008;BNA;DEN;N362SW
37925;268;26/10/2008;26/10/2008;DEN;OAK;N362SW
37926;268;26/10/2008;26/10/2008;RDU;BNA;N362SW
37927;268;27/10/2008;27/10/2008;BNA;DEN;N340LV
37928;268;27/10/2008;27/10/2008;DEN;OAK;N340LV
37929;268;27/10/2008;27/10/2008;RDU;BNA;N340LV
37930;269;25/10/2008;25/10/2008;BUF;MCO;N915WN
37931;270;26/10/2008;26/10/2008;DAL;ELP;N327SW
37932;270;26/10/2008;26/10/2008;ELP;SAN;N327SW
37933;270;26/10/2008;26/10/2008;SAN;SFO;N327SW
37934;270;27/10/2008;27/10/2008;DAL;ELP;N618WN
37935;270;27/10/2008;27/10/2008;ELP;SAN;N618WN
37936;270;27/10/2008;27/10/2008;SAN;SFO;N618WN
37937;271;26/10/2008;26/10/2008;DAL;MSY;N612SW
37938;271;26/10/2008;26/10/2008;MSY;TPA;N612SW
37939;271;27/10/2008;27/10/2008;DAL;MSY;N208WN
37940;271;27/10/2008;27/10/2008;MSY;TPA;N280WN
37941;272;27/10/2008;27/10/2008;MDW;OMA;N524SW
37942;272;27/10/2008;27/10/2008;PBI;TPA;N524SW
37943;272;27/10/2008;27/10/2008;TPA;MDW;N524SW
37944;273;26/10/2008;26/10/2008;BWI;SAN;N260WN
37945;273;26/10/2008;26/10/2008;ORF;BWI;N260WN
37946;273;26/10/2008;26/10/2008;SAN;OAK;N260WN
37947;273;27/10/2008;27/10/2008;BWI;SAN;N426WN
37948;273;27/10/2008;27/10/2008;ORF;BWI;N426WN
37949;273;27/10/2008;27/10/2008;SAN;OAK;N426WN
37950;274;26/10/2008;26/10/2008;SMF;PHX;N413WN
37951;274;27/10/2008;27/10/2008;SMF;PHX;N442WN
37952;275;26/10/2008;26/10/2008;DEN;PHL;N477WN
37953;275;26/10/2008;26/10/2008;LAX;DEN;N477WN
37954;275;26/10/2008;26/10/2008;SFO;LAX;N477WN
37955;275;27/10/2008;27/10/2008;DEN;PHL;N218WN
37956;275;27/10/2008;27/10/2008;LAX;DEN;N218WN
37957;275;27/10/2008;27/10/2008;SFO;LAX;N218WN
37958;276;27/10/2008;27/10/2008;LAX;SMF;N394SW
37959;277;25/10/2008;25/10/2008;ONT;LAS;N626SW
37960;278;26/10/2008;26/10/2008;BUR;PHX;N751SW
37961;278;26/10/2008;26/10/2008;MDW;SDF;N751SW
37962;278;26/10/2008;26/10/2008;PHX;MDW;N751SW
37963;278;26/10/2008;26/10/2008;SDF;BWI;N751SW
37964;278;26/10/2008;26/10/2008;SMF;BUR;N751SW
37965;278;27/10/2008;27/10/2008;BUR;PHX;N467WN
37966;278;27/10/2008;27/10/2008;MDW;SDF;N467WN
37967;278;27/10/2008;27/10/2008;PHX;MDW;N467WN
37968;278;27/10/2008;27/10/2008;SDF;BWI;N467WN
37969;278;27/10/2008;27/10/2008;SMF;BUR;N467WN
37970;279;26/10/2008;26/10/2008;ISP;MCO;N249WN
37971;279;27/10/2008;27/10/2008;ISP;MCO;N339SW
37972;280;26/10/2008;26/10/2008;GEG;PDX;N367SW
37973;280;26/10/2008;26/10/2008;PDX;SJC;N367SW
37974;280;26/10/2008;26/10/2008;SJC;SAN;N367SW
37975;280;27/10/2008;27/10/2008;GEG;PDX;N360SW
37976;280;27/10/2008;27/10/2008;PDX;SJC;N360SW
37977;280;27/10/2008;27/10/2008;SJC;SAN;N360SW
37978;281;26/10/2008;26/10/2008;BWI;JAX;N647SW
37979;281;26/10/2008;26/10/2008;JAX;FLL;N647SW
37980;281;26/10/2008;26/10/2008;PVD;BWI;N647SW
37981;281;27/10/2008;27/10/2008;BWI;JAX;N741SA
37982;281;27/10/2008;27/10/2008;JAX;FLL;N741SA
37983;281;27/10/2008;27/10/2008;PVD;BWI;N741SA
37984;282;26/10/2008;26/10/2008;BWI;PIT;N203WN
37985;282;26/10/2008;26/10/2008;PIT;LAS;N203WN
37986;282;27/10/2008;27/10/2008;BWI;PIT;N718SW
37987;282;27/10/2008;27/10/2008;MHT;BWI;N718SW
37988;282;27/10/2008;27/10/2008;PIT;LAS;N718SW
37989;283;25/10/2008;25/10/2008;SFO;LAX;N754SW
37990;284;26/10/2008;26/10/2008;MDW;PHX;N706SW
37991;284;26/10/2008;26/10/2008;ONT;SJC;N706SW
37992;284;26/10/2008;26/10/2008;PHX;ONT;N706SW
37993;284;26/10/2008;26/10/2008;SJC;RNO;N706SW
37994;284;27/10/2008;27/10/2008;MDW;PHX;N799SW
37995;284;27/10/2008;27/10/2008;ONT;SJC;N799SW
37996;284;27/10/2008;27/10/2008;PHX;ONT;N799SW
37997;284;27/10/2008;27/10/2008;SJC;RNO;N799SW
37998;285;27/10/2008;27/10/2008;ONT;SJC;N327SW
37999;286;26/10/2008;26/10/2008;LAS;MDW;N679AA
38000;286;26/10/2008;26/10/2008;RNO;LAS;N679AA
38001;286;27/10/2008;27/10/2008;LAS;MDW;N712SW
38002;286;27/10/2008;27/10/2008;RNO;LAS;N712SW
38003;287;26/10/2008;26/10/2008;TPA;PHL;N224WN
38004;287;27/10/2008;27/10/2008;TPA;PHL;N905WN
38005;288;26/10/2008;26/10/2008;HOU;STL;N526SW
38006;288;26/10/2008;26/10/2008;STL;DTW;N526SW
38007;288;27/10/2008;27/10/2008;HOU;STL;N525SW
38008;288;27/10/2008;27/10/2008;STL;DTW;N525SW
38009;289;27/10/2008;27/10/2008;ABQ;HOU;N671SW
38010;289;27/10/2008;27/10/2008;SLC;ABQ;N671SW
38011;290;26/10/2008;26/10/2008;HOU;AUS;N200WN
38012;290;26/10/2008;26/10/2008;MDW;MSY;N200WN
38013;290;26/10/2008;26/10/2008;MSY;HOU;N200WN
38014;290;27/10/2008;27/10/2008;HOU;AUS;N734SA
38015;290;27/10/2008;27/10/2008;MDW;MSY;N734SA
38016;290;27/10/2008;27/10/2008;MSY;HOU;N734SA
38017;290;27/10/2008;27/10/2008;PVD;MDW;N734SA
38018;291;25/10/2008;25/10/2008;MCI;DEN;N551WN
38019;292;25/10/2008;25/10/2008;ABQ;LAX;N363SW
38020;292;25/10/2008;25/10/2008;LAX;RNO;N363SW
38021;292;25/10/2008;25/10/2008;RNO;SEA;N363SW
38022;293;26/10/2008;26/10/2008;MDW;DTW;N745SW
38023;293;26/10/2008;26/10/2008;OAK;SAN;N745SW
38024;293;26/10/2008;26/10/2008;SAN;MDW;N745SW
38025;293;27/10/2008;27/10/2008;MDW;DTW;N481WN
38026;293;27/10/2008;27/10/2008;OAK;SAN;N481WN
38027;293;27/10/2008;27/10/2008;SAN;MDW;N481WN
38028;294;26/10/2008;26/10/2008;MAF;DAL;N372SW
38029;294;27/10/2008;27/10/2008;MAF;DAL;N786SW
38030;295;27/10/2008;27/10/2008;SMF;LAX;N701GS
38031;296;26/10/2008;26/10/2008;AUS;DAL;N362SW
38032;296;26/10/2008;26/10/2008;DAL;MCI;N362SW
38033;296;26/10/2008;26/10/2008;MCI;MDW;N362SW
38034;296;26/10/2008;26/10/2008;MDW;RDU;N362SW
38035;296;27/10/2008;27/10/2008;AUS;DAL;N335SW
38036;296;27/10/2008;27/10/2008;DAL;MCI;N615SW
38037;296;27/10/2008;27/10/2008;MCI;MDW;N615SW
38038;296;27/10/2008;27/10/2008;MDW;RDU;N615SW
38039;297;26/10/2008;26/10/2008;GEG;OAK;N358SW
38040;297;26/10/2008;26/10/2008;LAX;PHX;N374SW
38041;297;26/10/2008;26/10/2008;OAK;LAX;N374SW
38042;297;27/10/2008;27/10/2008;GEG;OAK;N638SW
38043;297;27/10/2008;27/10/2008;LAX;PHX;N638SW
38044;297;27/10/2008;27/10/2008;OAK;LAX;N638SW
38045;298;26/10/2008;26/10/2008;LAS;OAK;N444WN
38046;298;26/10/2008;26/10/2008;RDU;LAS;N444WN
38047;298;27/10/2008;27/10/2008;LAS;OAK;N238WN
38048;298;27/10/2008;27/10/2008;PHL;RDU;N238WN
38049;298;27/10/2008;27/10/2008;RDU;LAS;N238WN
38050;299;26/10/2008;26/10/2008;ELP;DAL;N230WN
38051;299;26/10/2008;26/10/2008;LAS;PHX;N230WN
38052;299;26/10/2008;26/10/2008;PHX;ELP;N230WN
38053;299;27/10/2008;27/10/2008;ELP;DAL;N289WN
38054;299;27/10/2008;27/10/2008;PHX;ELP;N289WN
38055;300;26/10/2008;26/10/2008;HOU;LAX;N288WN
38056;300;26/10/2008;26/10/2008;LAX;SJC;N288WN
38057;300;26/10/2008;26/10/2008;SJC;PDX;N288WN
38058;300;27/10/2008;27/10/2008;HOU;LAX;N908WN
38059;300;27/10/2008;27/10/2008;JAN;HOU;N908WN
38060;300;27/10/2008;27/10/2008;LAX;SJC;N908WN
38061;300;27/10/2008;27/10/2008;SJC;PDX;N908WN
38062;301;26/10/2008;26/10/2008;MDW;SAN;N269WN
38063;301;27/10/2008;27/10/2008;MDW;SAN;N410WN
38064;302;26/10/2008;26/10/2008;ALB;BWI;N797MX
38065;302;26/10/2008;26/10/2008;BWI;RDU;N797MX
38066;302;27/10/2008;27/10/2008;ALB;BWI;N257WN
38067;302;27/10/2008;27/10/2008;BWI;RDU;N257WN
38068;303;26/10/2008;26/10/2008;BWI;PVD;N919WN
38069;303;26/10/2008;26/10/2008;ELP;SAT;N919WN
38070;303;26/10/2008;26/10/2008;SAT;BWI;N919WN
38071;303;27/10/2008;27/10/2008;BWI;PVD;N739GB
38072;303;27/10/2008;27/10/2008;ELP;SAT;N739GB
38073;303;27/10/2008;27/10/2008;SAT;BWI;N739GB
38074;304;27/10/2008;27/10/2008;SJC;SNA;N773SA
38075;304;27/10/2008;27/10/2008;SNA;PHX;N773SA
38076;305;26/10/2008;26/10/2008;BHM;SDF;N621SW
38077;305;26/10/2008;26/10/2008;SDF;MDW;N621SW
38078;305;26/10/2008;26/10/2008;TPA;BHM;N621SW
38079;305;27/10/2008;27/10/2008;BHM;SDF;N363SW
38080;305;27/10/2008;27/10/2008;SDF;MDW;N363SW
38081;305;27/10/2008;27/10/2008;TPA;BHM;N363SW
38082;306;25/10/2008;25/10/2008;BUR;LAS;N712SW
38083;306;25/10/2008;25/10/2008;LAS;AUS;N712SW
38084;306;25/10/2008;25/10/2008;OAK;BUR;N712SW
38085;307;26/10/2008;26/10/2008;FLL;MSY;N712SW
38086;307;26/10/2008;26/10/2008;LAX;RNO;N712SW
38087;307;26/10/2008;26/10/2008;MSY;PHX;N712SW
38088;307;26/10/2008;26/10/2008;PHX;LAX;N712SW
38089;307;26/10/2008;26/10/2008;RNO;PDX;N712SW
38090;307;27/10/2008;27/10/2008;FLL;MSY;N221WN
38091;307;27/10/2008;27/10/2008;LAX;RNO;N221WN
38092;307;27/10/2008;27/10/2008;MSY;PHX;N221WN
38093;307;27/10/2008;27/10/2008;PHX;LAX;N221WN
38094;307;27/10/2008;27/10/2008;RNO;PDX;N221WN
38095;308;26/10/2008;26/10/2008;HOU;LAS;N332SW
38096;308;26/10/2008;26/10/2008;JAN;HOU;N332SW
38097;308;26/10/2008;26/10/2008;MCO;JAN;N332SW
38098;308;27/10/2008;27/10/2008;HOU;LAS;N717SA
38099;308;27/10/2008;27/10/2008;JAN;HOU;N717SA
38100;308;27/10/2008;27/10/2008;MCO;JAN;N717SA
38101;309;26/10/2008;26/10/2008;SMF;SNA;N786SW
38102;309;27/10/2008;27/10/2008;SMF;SNA;N298WN
38103;310;26/10/2008;26/10/2008;LAX;SMF;N223WN
38104;310;26/10/2008;26/10/2008;MDW;LAX;N223WN
38105;310;27/10/2008;27/10/2008;CMH;MDW;N497WN
38106;310;27/10/2008;27/10/2008;LAX;SMF;N497WN
38107;310;27/10/2008;27/10/2008;MDW;LAX;N497WN
38108;311;26/10/2008;26/10/2008;OAK;BUR;N799SW
38109;311;27/10/2008;27/10/2008;OAK;BUR;N295WN
38110;312;25/10/2008;25/10/2008;LAS;LBB;N511SW
38111;312;25/10/2008;25/10/2008;LBB;DAL;N511SW
38112;313;26/10/2008;26/10/2008;CLE;MDW;N909WN
38113;313;26/10/2008;26/10/2008;MDW;STL;N909WN
38114;313;26/10/2008;26/10/2008;STL;TUL;N909WN
38115;313;27/10/2008;27/10/2008;CLE;MDW;N392SW
38116;313;27/10/2008;27/10/2008;MDW;STL;N392SW
38117;313;27/10/2008;27/10/2008;STL;TUL;N392SW
38118;314;27/10/2008;27/10/2008;AUS;DAL;N477WN
38119;314;27/10/2008;27/10/2008;BNA;AUS;N477WN
38120;314;27/10/2008;27/10/2008;DAL;LIT;N477WN
38121;314;27/10/2008;27/10/2008;PHL;BNA;N477WN
38122;315;26/10/2008;26/10/2008;LAS;HOU;N455WN
