;name;gender
33473;Hervás, Gema;
33474;Leiva, Chicho;m
33475;López Serrano, Arturo;m
33476;Moya, José Manuel;m
33477;Orejudo Utrilla, Antonio;m
33478;Ortiz, Victoria;f
33479;Sacristán Luna, Martín;
33480;Sierra, Kike;m
33481;Tejera, Mariano;m
33482;Uvi, Manolo;m
33483;Valderas, Juan Francisco;
33484;de Andrés, Christopher;m
33485;Aured, Juan Carlos;
33486;Canut, Adriana;f
33487;Canut, Marina;f
33488;Fluxá, Lorenzo;m
33489;Martos, Jacobo;
33490;Morilla, Alvaro;
33491;Tenenbaum, Edgard;
33492;Adam, Lluïsa;f
33493;Marcos, Teresa;
33494;Torrente, Llatzer;m
33495;Eymard, Laurance;m
33496;Suter, Nicolas;m
33497;Mark, Marlene;f
33498;Acosta, José Manuel;m
33499;Arrieta, Ignacio;m
33500;Azcona, Iñaki;m
33501;Barbería, Juan;m
33502;Cirauqui, Carlos;m
33503;Eraso, Javier;m
33504;Erburu, Andoni;m
33505;Ezker, Olaia;f
33506;García Sanz, Natalia;f
33507;Garzaron, Javier;m
33508;Gil, Ricardo;m
33509;Ibiricu, David;m
33510;Ibáñez, Alejandro;m
33511;Ilundain, Fermín;m
33512;Indurain, Javier;m
33513;Joven, Ion;m
33514;Montesino, Manuel;m
33515;Murcia, Verónica;
33516;Nagore, Álvaro;m
33517;Oficialdegu, Marcos;m
33518;Perez, Vicente;m
33519;Ramos, César;m
33520;Rodríguez, Roberto;m
33521;Rubio, Eduardo;m
33522;Salaberri, Carlos;m
33523;Setoain, Vicente;m
33524;Torres, Jesús;m
33525;Ubago, Guillermo;m
33526;Vidart, Pablo;m
33527;Villanueva, Javier;m
33528;Zarraluqui, Fernando;m
33529;Zarraluqui, Pablo;m
33530;Alain, Sylvia;f
33531;Daniel, Óscar;m
33532;Ragoud, Henry;m
33533;Serrano, Ramon;
33534;Muñoz, Ane;
33535;Rojo, Cristina;
33536;Bones, Giles;
33537;Espigado, Silvia;f
33538;Mateos, Ivan;m
33539;Queipo, Christian;m
33540;Sac, Adrián;m
33541;Santiago, Luis B.;m
33542;Aparicio Adaro, Carlos;
33543;Nieto, B.;
33544;Abia, Alba;f
33545;Abia, Félix;
33546;Aguilar, Jordi;m
33547;Cebrià, Gemma;
33548;Fontanet, Fina;f
33549;Guerrero, Diego;
33550;Lacalle, Carmen;f
33551;Miñarro, Héctor;m
33552;Parra, Isidoro;m
33553;Pradas, Mayte;f
33554;Reig-Plaza, Carlos;m
33555;Robleda, Pedro;
33556;Segura, Carmen;f
33557;Sellak, Boubker;m
33558;Solina, Eugeni;m
33559;Prieto, Daniel Quiterio;m
33560;Rodríguez Carretero, F.;
33561;Robles, Jorge Humberto;m
33562;Alonso, Manuel;m
33563;Casteleiro, Roberto;m
33564;Gómez Sanz, Miguel A.;m
33565;Martínez Mallo, Manuel;
33566;Nogueira, Xaime;m
33567;Prado, Marcial;
33568;Ramírez, Luchi;f
33569;Rocha, Xavier;m
33570;Romero, Giselle;f
33571;Viñas, María;f
33572;Gómez y Méndez, José Manuel;
33573;Boratto, Caterina;f
33574;Buongiorno, Leila;
33575;Gardenia, Vincent;m
33576;Ricercato, Corrado;
33577;Bongusto, Fred;m
33578;Capón, José Luis;m
33579;Torremocha, José;m
33580;Betancor, Francisco;m
33581;Bosé, Bettina;f
33582;Fojo;m
33583;Donati, Gioia;
33584;Interlandi, Maurizio;m
33585;Liberatore, Ugo;m
33586;Lupi, Maurizio;m
33587;Vouk, Miki;m
33588;Aguirre, Luis;m
33589;Marquina, Carlota;f
33590;Martí, Fina;f
33591;Roig, Ana;f
33592;Sangareau, Fatima;f
33593;Surroca, Jaime;m
33594;Bastida, José;m
33595;Bottoms, Timothy;m
33596;Martin, Jared;m
33597;Power, Taryn;f
33598;Areu, Montserrat;
33599;Bardie, Enrique;m
33600;Benguerel, J.;
33601;Benito, Luis;m
33602;Berdie, Enrique;
33603;Comas, Francisco;
33604;Comas, H.;
33605;Durán, Jordi;m
33606;Quintana, Ruth;f
33607;Sanou, Fina;f
33608;Sanou, Lina;f
33609;Val, Mari Ángeles;f
33610;Calot, Patricia;f
33611;Rojas, Primitivo;m
33612;Anglada, Toni;
33613;Fumero, Horacio;m
33614;Lloyd, Gwilym;
33615;Prieto, Trini;f
33616;Prieto, Trinidad;
33617;Sastre, Pablo;
33618;Sorribas, José L.;m
33619;Kubala, Ladislao;m
33620;Martos, Emilio;m
33621;Zamora, Ricardo;m
33622;Basso, Patrizia;f
33623;Bosco, Bentley;m
33624;Ciotola, Luigi;m
33625;Giorgi, Beatrice;f
33626;Lesseur, Madlain;f
33627;Podestà, Rossana;f
33628;Pogany, Cristiano;
33629;Rossi-Stuart, Giacomo;m
33630;Schier, Uwe;
33631;Cascales, Antonio;m
33632;Aldecoa, Manuel;m
33633;Camacho, Pilar;f
33634;Espinosa, Jorge;m
33635;Galiardo, Juanjo;m
33636;de Diego, Jesús;
33637;Isla, Camarón de la;m
33638;Pareja Obregón, Manuel;m
33639;Rafael El Negro;m
33640;Salmarina;f
33641;Alonso, Mateo;
33642;Baltasar, Ángel;m
33643;Delgado, Paco;m
33644;Lange, Manuel;
33645;del Cecco, Aldo;m
33646;Flores, Xavier;
33647;Guardado, Miguel Ángel;m
33648;Haro, Juan de;m
33649;Lage, Edy;f
33650;Parra, Pedro;m
33651;Cólera, Pau;m
33652;Jiménez, Rebeca;f
33653;Kabezabolo, Manolo;m
33654;Puello, Arianna;f
33655;Vaquero, Fernando;m
33656;Vega, Antonio;m
33657;Veneno, Kiko;m
33658;Álvarez, Alicia;f
33659;Alig, Michael;m
33660;Anthony, Jason;m
33661;Besch, Cheyenne;f
33662;Bidegain, Thomas;m
33663;Charas, Andrew;
33664;Duperron, Timothy;m
33665;Fernandez, Ramon;m
33666;Galuppi, Andrew;m
33667;Gatien, Jen;f
33668;Gretsch, Martha;
33669;Harkins, Michael;m
33670;Hernandez Jr., Jose;m
33671;Jackson, Josh H.;m
33672;Kerr, Ronnie;m
33673;Koyanagi, Brie;f
33674;Lawrence, Jonathan;m
33675;Logan, Brenda;f
33676;Mercedes, Yvette;f
33677;Messina, Frank L.;m
33678;Meyer, Barry;m
33679;Milenova, Ella;f
33680;Moniere;m
33681;Reeves, Jason;m
33682;Rose, Bejay;m
33683;Rose, Bradley;m
33684;Rothman, L.A.;f
33685;Shepis, Tiffany;f
33686;Sodupe, Mar;f
33687;Sorce, Robert;m
33688;St. James, James;m
33689;Swinson, Mark A.;m
33690;Toledano, Manuel;m
33691;Van Zandt, Lahoma;m
33692;Alzamora, Anna;f
33693;Balletbò, Maria;f
33694;Caja, Paco;m
33695;Carbó, Enrique;m
33696;Cardús, Montse;f
33697;Espona, Xavi;m
33698;Figueras, Jordi;m
33699;Fontanals, Jaume;m
33700;Freixa, Toni;m
33701;Gibert, Luis José;
33702;González, Glòria;f
33703;Gándara, Joaquín;m
33704;Kanaan, Bassam;m
33705;Padrós, Antoni;m
33706;Rambla, Carmen;f
33707;Rambla, Lluís;m
33708;Rambla, Maruja;f
33709;Tudó, Francesc;m
33710;Vives, Marta;f
33711;Wangüemert, Ludwig;m
33712;Adlan, Isabelle;f
33713;Butler, Katy;f
33714;Lemonier, Franchette;f
33715;Stuar, Alexandre;m
33716;Valero, Jorge;m
33717;Valli, Dominique;f
33718;Castizo, Cristina;f
33719;Islas, Claudia;f
33720;Póveda, Agustín;m
33721;Susana, Adelaida;f
33722;Barbé, Andrés;
33723;Enríquez, Alejandro;
33724;Rodríguez, Alejandro;
33725;Pérez, José;
33726;Tomás, Floro;m
33727;García, Ileana;
33728;Riera, José M.;
33729;Nevado, María;f
33730;Sacristán, Vicente;
33731;Barahoma, Marc;m
33732;Giralte, Luis;m
33733;Kay, Ana;f
33734;Nathalie;f
33735;Epstein, Brian;
33736;Hoversten, Bill;m
33737;Rollin, Michel;m
33738;Vargas, Ikki;m
33739;Pinzolas, Pedro;
33740;Arizábal, Terrylou;f
33741;Belda, Javier;m
33742;Cerro, Raúl;m
33743;Domínguez, Chano;m
33744;Martínez, Aurora;f
33745;Ruiz, Adán;
33746;Flores, Matilde;f
33747;Fraga, Julio;m
33748;Gil, Javier;m
33749;Jiménez, Rocío;f
33750;Matoses, Ramón;
33751;Santana, Manolo;
33752;Egea, Manuel Angel;m
33753;Morán, Gregorio;m
33754;Peyrac, Nicolas;m
33755;Robinson, Madeleine;f
33756;de Miguel, Alberto;m
33757;Altieri, Stefano;m
33758;Atienza, Efraín;m
33759;Ayo, Raúl Abando;m
33760;Barlante, Eleonora;f
33761;Bontempo, Pietro;m
33762;De Virgilio, Michele;m
33763;Durante, Leila;f
33764;Farnese, Giulio;m
33765;Fernándes, Patricia;f
33766;Fois, Vanni;m
33767;Gamero, Mercedes;f
33768;García, Lourdes;f
33769;Gori, Evelina;f
33770;Morales, Fernando;
33771;Nataf, Mallaury;f
33772;Nazzari, Maria Grazia;f
33773;Parmeggiani, Quinto;m
33774;Pérez, Eduardo;m
33775;Rinaldi, Gérard;m
33776;Rubeo, Antonia;
33777;Tidona, Andrea;m
33778;Tiedemann, Alexandra;f
33779;Turin, Julie;f
33780;Winteler, Tatiana;f
33781;de Pablos, Soléné;f
33782;Martinez, Koldo;m
33783;Sagues, Angel;m
33784;Dorado, Jorge;m
33785;Romero, Juanma;
33786;Shaeffer, Daniel;m
33787;Sitjá, Marc;
33788;Morra, Paola;f
33789;Vega, Alberto;
33790;Barto, Dominic;m
33791;Bazzini, Sergio;
33792;Brega, Mario;m
33793;Chiappafreddo, Enrico;m
33794;Messina, Emilio;m
33795;Messina, Roberto;m
33796;Monselesan, Antonio;m
33797;Tucci, Ugo;
33798;Olmedilla, Milagros;f
33799;Pérez, Elena;
33800;Zarza, Rafael;m
33801;Bernárdez, Nuria;f
33802;Gabín, Eduardo;
33803;Garrido, Xosé;
33804;Zapata, Xosé;
33805;Apack, Françoise;
33806;Airosa, José;m
33807;Arizaga, Alberto;m
33808;Assis, Miguel;m
33809;Bourboulon, Frédéric;m
33810;Bris, Miguel;
33811;Canedo, João;m
33812;Correia, Álvaro;m
33813;Espírito Santo, Henrique;m
33814;Luísa, Natália;f
33815;Paradela, João;m
33816;Redondo, Mário;m
33817;Santana, Henrique;m
33818;Sena, Jorge de;
33819;Silveirinha, Patrícia;f
33820;Canadell, Juan;m
33821;Fàbregas, Núria;f
33822;Guerrero, Laura;
33823;Mari, Virginia;
33824;Pastor, David;m
33825;Riba Lozano, Marcelo;
33826;Suárez, Antonio;m
33827;Vallribera, Berta;
33828;Vancells, Manuel;m
33829;Vives, Julio;
33830;Pino, Sebastián;
33831;Borges, Armando;m
33832;Efe, Lyoner;
33833;Gouveia, Aida;f
33834;Hemingway, Susan;f
33835;Pereira, Fernando;m
33836;Santos, George;m
33837;Balas, Yolanda;f
33838;Galán, Aitana;f
33839;Narváez, Pablo;m
33840;Piaget, Loreto;f
33841;Revuelta, Silvia;f
33842;Sánchez, Violeta;f
33843;de Bethania, Flor;f
33844;Bayo, María González;f
33845;Cagiao, José Juan;m
33846;Calvo, Cristina;
33847;Deane, Lauren;m
33848;Domínguez, Cristina;f
33849;Fernández, Lalo;m
33850;Miaja, Nano;m
33851;Mourenza, Luis;m
33852;Ortega, Mar;f
33853;Santos, Francisco G.;m
33854;Alsup, Andy;m
33855;Battaglia, John;m
33856;Blas, Aníbal;m
33857;Bornheimer, Larry;m
33858;DeLaurentiis, Francesca;
33859;Escriva, Francesca;
33860;Escudero, Monica;
33861;Evans, Laramie G.;m
33862;Fox, Carla M.;f
33863;Frazer, Wally;m
33864;Garfield, Michael;m
33865;Gold, Toby;m
33866;Greenberg, Glen;m
33867;Hutson, Shaun;m
33868;Ingerson, Jay R.;m
33869;Jones, Daniel;m
33870;Kilian, Kristin L.;f
33871;Killips, Nevada;f
33872;Landberg, Karen;f
33873;MacHale, Philip;m
33874;Macho, Eduardo;
33875;Mann, Kris;m
33876;Martin, Cristina;
33877;Natale, Nazzareno;m
33878;Notario, Laura;f
33879;Rabjohn, Richard E.;
33880;Reger, Tammy;f
33881;Rose, Kari;f
33882;Schwartz, Stan;m
33883;Stark, Harriet L.;f
33884;Swanson, Erik;m
33885;Terry, Kim;f
33886;Trathen, Edward;m
33887;Fernandez, Victor;
33888;Fontova, Carles;
33889;Martín, E.;
33890;Tarradas, Mario;
33891;Terraves, Mario;
33892;Uria, Albert;
33893;Gabarró Marsol, Hugh;m
33894;Golgotha;
33895;Hernández, Josep;
33896;Mascaró, Miquel;
33897;Mestre, Francisca;f
33898;Torrens, Pere;m
33899;Gutierrazen, Mikel;
33900;Velarde, Juan;m
33901;Hassen-Bey, Gema;f
33902;López, Adelaida;
33903;Vázquez, David;
33904;Mayá, Gerardo;m
33905;Rojo, Mari Carmen;f
33906;Aunión, Pedro;m
33907;Bernal, Rocío;f
33908;Costajussà, Laia;f
33909;Delgado Bermúdez, Ana;f
33910;Enrich, Ramon;m
33911;Enríquez, Luis;
33912;Etxebarría, Lucía;f
33913;Fernández, Alicia;f
33914;Fernández, Irene;f
33915;Gago, Daniel;
33916;Guaza, Kike;m
33917;Gómez, Iván;
33918;Heredia, Angelita;f
33919;Laborda, David;m
33920;Losada, José;m
33921;Luque, Paloma;
33922;López Tamayo, Esperanza;f
33923;Menchen, Iñaqui;m
33924;Menchen, José Antonio;m
33925;Mendi, Patricia;f
33926;Nieto-Balboa, Ivan;m
33927;Núñez, Esther;
33928;Ortega, Paco;m
33929;Ortega, Rafa;m
33930;Pagès, Francesc;m
33931;Pomares, David;m
33932;Pérez, Sergio;
33933;Rosco, Cristina;f
33934;Sánchez, Raúl;m
33935;Tejero, Fernando;m
33936;Yebra, Paco;m
33937;Echevarría, Gisèle;f
33938;Kenelly, Daniel;m
33939;Lontghans, Steve;m
33940;Luque, Maria;f
33941;Merchant, Roger;m
33942;Prosperi, Ezio;m
33943;Scholoh, Gunther;m
33944;Shower, Kathy;f
33945;Field, Karin;f
33946;Aguilar, Ana;f
33947;Alcíbar, Miguel;m
33948;Arrabal, Juan Carlos;
33949;Astarida, J. Ignacio;
33950;Astarida, José Manuel;
33951;Barbero, Magdalena;f
33952;Barrera, Chelo;f
33953;Carretero, Víctor;m
33954;Chaves, José;m
33955;Cordero, Benito;m
33956;Cordero, Mariana;f
33957;Delgado, Agueda Manzano;f
33958;Delgado, Candelaria;
33959;Faraco, Pepa;f
33960;Fernández, Candela;f
33961;García, Herminia;
33962;Grube, Lara;f
33963;Herman, Nieves;
33964;Iglesias, Pepe;
33965;Lara, Rosario;f
33966;Lucena, Jesús;m
33967;Manzano, Julián;m
33968;Martos, Miguel A.;m
33969;Nieto, Práxedes;m
33970;Paisano, Javier;
33971;Pedrosa, Antonio;
33972;Puente, Enrique;
33973;Pérez, José Ignacio;
33974;Riesco, Pablo;
33975;Romero, Pilar;f
33976;Sáenz de Tejada, Antonio;
33977;Sánchez Caballero, Maica;f
33978;Talco;m
33979;Troncoso, Carmen;f
33980;Távora, Estrella;f
33981;Valdera, Pablo;m
33982;Zambrano, Benito;m
33983;Zayas, José María de;
33984;de Armiñán, Elvira;f
33985;de Ben, Alejandro;
33986;del Castillo, José María;m
33987;Bas, Francisco;m
33988;Del Río, Chema;m
33989;Díaz, María;
33990;Martínez, Nines;f
33991;Saz, María de los Ángeles del;
33992;Torres, Paco;m
33993;Gregori, Antonio;m
33994;Guti, Antonio;m
33995;Benito, Ramiro;m
33996;Del Caso, Pascual;m
33997;Gullón, Manolo;m
33998;Sacristán, Jesús;
33999;Rodríguez Melcon, José Javier;m
34000;García de la Vega, Julián;
34001;Franco, Víctor;m
34002;Gabriel, Borja;m
34003;Martín, María Luisa;f
34004;Perucha, Miguel;m
34005;Rodríguez de Cía, Miguel Ángel;
34006;Román, Raquel;f
34007;Villareal, Luisa;f
34008;Villate, Carlota;f
34009;Francés, Oscar;m
34010;Deglané, Bobby;m
34011;Eduardo, Alfonso;m
34012;Garci, Eva;f
34013;Pecker, José Luis;m
34014;de la Fuente, Victoria;
34015;Ordóñez, Francesc;m
34016;Pararols, Jesús;
34017;Planas, Josep Maria;
34018;Planas, Narcís;
34019;Vendrell, Joan;m
34020;Fusté, Maria Rosa;
34021;García, Claudi;m
34022;López, Josep Maria;
34023;Ortiz, R.;
34024;Ortiz, Roser;
34025;Pérez Samper, Maria Àngels;
34026;Riera, Alejandra;
34027;Borges, Suzana;f
34028;Castro de Castro, Cándido;m
34029;Domingo, José Manuel;
34030;García, Jorge Luis;
34031;Lisboa, Elisa;f
34032;Martín, Sonia;f
34033;Moya, Ramón;
34034;Sastre, Juan Antonio;
34035;Aller, Luis R.;
34036;Fernández, Pío;m
34037;Lagardenia, Juan;m
34038;Muñoz Relles, Vicente;
34039;Rodrigo, Eulalia;f
34040;Losada, Carlos;
34041;García, Arximiro;
34042;Ducasse, Jean-Luc;m
34043;Delgado, Javier;m
34044;Peña, Julia;f
34045;Portet, Julia;f
34046;Alhama, Edgar;m
34047;Andreu, Toni;
34048;Andrés, Elisa de;
34049;Asensio, Mercedes;
34050;Barceló, Ricky;
34051;Barrera, Emilio;
34052;Boix, Quim;m
34053;Borrás, Vicente;
34054;Carballo, Miguel Ángel;m
34055;Cordukes, Olinda;
34056;Crespo, Jordi;
34057;Espínola, Carmen;
34058;Ferrando, Andrea;
34059;Fresco, Sacha;m
34060;Gamero, Ainara;
34061;Gil, Víctor;
34062;Gil, Xevi;
34063;Gispert;
34064;González, Antón;m
34065;Gómez, Marta;
34066;Hayasaka, Hobauhiro;m
34067;Kasagawa, Futoshi;m
34068;Kusuhara, Eiji;m
34069;Lamora, Eduardo;
34070;Llopis, Jordi;
34071;Luján, Néstor;m
34072;Lumbierres, Miquel;m
34073;Martos, Ramón;m
34074;Martos, Sergio;
34075;Martínez Vergés, Blas;m
34076;Mateos, Encarna;
34077;Montoto, Alejo;
34078;Montoto, José Luis;
34079;Morral, Jordi;
34080;Morral, Josep;
34081;Murukami, Tsuyoshi;m
34082;Muñoz, Eric;
34083;Nacar Puentes, Samuel;m
34084;Nishiyama, Minoru;m
34085;Oliva, Ray;m
34086;Ribas, Joan Carles;
34087;Roig, Carlos;m
34088;Seino, Shiro;m
34089;Sugiyama, Yuka;f
34090;Sunouchi, Hiroe;m
34091;Todó, Jacint;m
34092;Valldeperas, Maurici;
34093;Watanabe, Sei;m
34094;Allan, Andrea;f
34095;Armitage, Graham;m
34096;Arnold, Franz;
34097;Atcheler, Jack;
34098;Farmiloe, Sally;f
34099;Flint-Shipman, Andrew;
34100;Flint-Shipman, Gerald;
34101;Francis, Nina;f
34102;Gell, Al;
34103;Goldsmith, Gladys;
34104;Goodwin, Ron;m
34105;Haddah, Jaleh;f
34106;James, Peter;m
34107;Kellett, Bob;m
34108;Lloyd, Sue;f
34109;Phillips, Leslie;m
34110;Rose, Iris;
34111;Ruff, Fred;
34112;Ryerson, Robert;
34113;Thornton, Frank;m
34114;Walwin, Kent;
34115;du Vivier, Richard;
34116;Ancarola, Rocco;m
34117;Angeloni, Gianni;m
34118;Broussard, Rebecca;f
34119;Calton, Wendell;f
34120;Castejón, Josefa Bastilda;f
34121;De Villanueva, Betty;f
34122;Garay, Jimena;f
34123;González Gómez, Juan;m
34124;Green, Danny;m
34125;Hart, Nicky;m
34126;Horowitz, Richard;m
34127;Huston, Danny;m
34128;Kastner, Aviva;f
34129;Kastner, Daphna;f
34130;Lila;f
34131;Lombardo, Fabrizio;m
34132;McDonnell, Mary;f
34133;Michie, Jack;m
34134;Molina, Christian;m
34135;Monem, Abel;m
34136;Nerlich, Mario;m
34137;Núñez, Pepe;m
34138;Ponce, Ignacio Plaza;m
34139;Rios, Chantal;f
34140;Rosa, Nina;f
34141;Schiff, Hans;m
34142;Sánchez, Andrés;m
34143;Van Rooy, Alejandro;m
34144;Villiers, Cat;f
34145;Yoima;f
34146;Chwoika, Herbert;m
34147;Diotallevi, Walter;
34148;Gorges, Ingolf;m
34149;Jendrusch, Angelika;
34150;Massi, Stelvio;
34151;Rivera, Luis;m
34152;Scacco, Settimo;m
34153;Herranz, Mari Ángeles;f
34154;Cercós, Gonzalo;
34155;Matellano, Víctor;m
34156;Kawanishi, Manabu;m
34157;Plaza, José Miguel;
34158;Vallhonrat, Javier;m
34159;Escamilla, Bárbara;f
34160;Escamilla, Vanesa;f
34161;Milhaud, Sandra;f
34162;Torán, Toa;m
34163;Catena, Jaime;m
34164;Ciani, Sergio;m
34165;Coluzzi, Francesca Romana;f
34166;Comas, Victor;
34167;Conti, Tony;m
34168;Salamanca, Manolo;m
34169;Yoshioka, Iwao;m
34170;Coyuela, Carlos;m
34171;Francesch, Francisco;m
34172;Gascón, Ricardo;m
34173;Jiménez, Teresa;f
34174;Rosero Herrero, José;
34175;Escribano, Fernando;
34176;Luengo, Eva;f
34177;López de la Llave, Ángel;
34178;Romero, Miriam;f
34179;Carrillo, Teresa;f
34180;Rodríguez Pomeda, Eugenia Isabel;
34181;de Hoyos, Kitty;f
34182;Anderson, Norm;m
34183;Baggott, Kevin;m
34184;Barcia, Liz;
34185;Becker, Judy;f
34186;Gutiérrez, Tao;
34187;Kelly, John;m
34188;Linderman, Donna;f
34189;Rivera, Awilda;f
34190;Tichenor, Dylan;m
34191;Zalaznick, Lauren;f
34192;Bianchi, Andrea;
34193;Hedman, Marina;f
34194;Marquis, Selene;f
34195;Aguirre, Cristina;
34196;Alonso, Zacarías;m
34197;Barredo, José Ignacio;m
34198;Echevarría, Thomin;
34199;Fernández, Txaro;f
34200;Freire, Marcela;
34201;Ibáñez, Elisa;
34202;López, Mercedes;f
34203;Manso, Natxo;
34204;Martínez, Ainara;f
34205;Martínez, Eduma;m
34206;Memba, Javier;
34207;Montalbán, Eukene;f
34208;Orúe, Santiago;
34209;Río, Blanca María del;f
34210;Santamaría, Irati;f
34211;Tello, Aitor;m
34212;Río Lorda, Alfredo;
34213;Ayala, Marta;f
34214;Basconcillos, J.;m
34215;Colino, Francisco Javier;m
34216;Escudero, Eduardo;m
34217;Pereda, J.A.;m
34218;Rubio, Edurne;m
34219;Samsa, Gregorio;
34220;Villalaín, Juanjo;
34221;De Pablo, Araceli M.;
34222;Palacios, David;
34223;Aisa Blanco, Marcos;m
34224;Díaz Ortega, Eva María;f
34225;Díaz, Miguel Ángel;
34226;Vega León, Amparo;f
34227;Villegas, Anabel;f
34228;de Lou, Cecilia;
34229;López, Ángel L.;m
34230;Ballesta, Juan;m
34231;Caballero, Pedro;m
34232;Madruga, Marta;f
34233;Martín, Paco;m
34234;Mezquita, Daniel;m
34235;Ortega, Gerardo;m
34236;Dossin, René;
34237;Bolos, Pilar;f
34238;Cuadrado, María del Carmen;f
34239;Gispert, Sílvia;f
34240;Ortiz, María José;f
34241;Ruiz, Debora Clara;f
34242;Satorra, Montserrat;f
34243;Vives, María;f
34244;Viñals, Ricard;
34245;Arthur, Sarah;
34246;Barringer, Bill;
34247;Bulmer, John;
34248;Burns, Jack;m
34249;Dromgoole, Patrick;m
34250;Elliott, Denholm;m
34251;Gillespie, Dana;f
34252;Guest, Michael;m
34253;Hurd, Michael;
34254;McNulty, Karen;
34255;Melvin, Murray;m
34256;Rawlinson, Brian;m
34257;Roberts, Edward;
34258;Sarony, Paul;m
34259;Shepherd, Simon;m
34260;Simpson, Ann;
34261;Smith, Caroline;
34262;Trevena, David;m
34263;Tushingham, Rita;f
34264;Zetterling, Mai;f
34265;Cornejo, Antonio;m
34266;Francia, Juan;m
34267;Luna, Pepa;
34268;Miñon, Javier;
34269;Attias, Carlos;
34270;Castilla, Luis;m
34271;Izaguirre, Juan Luis;
34272;Izquierdo, Luis;
34273;Millán, Jesús;m
34274;Mitchell, Cameron;m
34275;Moi, Sebastian;
34276;Peguri, Gino;
34277;Sánchez, Frank A.;m
34278;Ackermans, Jan;m
34279;Allard, Philippe;m
34280;Bisconti, Daniela;f
34281;Bustin, Francine;f
34282;Debaar, André;m
34283;Delvaux, André;m
34284;Dumont, Véronique;f
34285;Dumoulin, Serge;m
34286;Folon, Jean-Michel;m
34287;Frantzis, Angelos;m
34288;Hänsel, Marion;f
34289;Kako, Takashi;m
34290;Laroche, Pierre;m
34291;Le, Paul;
34292;Lepaigne, Hugues;m
34293;Leysen, Johan;m
34294;Massieu, Patrick;m
34295;Mathy, Isabelle;
34296;Meysman, Marie-Rose;f
34297;Michels, Christine;f
34298;Midavaine, Frédéric;
34299;Mussen, Samuel;m
34300;Piron, Philippe;
34301;Pizzuti, Pietro;m
34302;Tax, Yan;
34303;Tison, Pascale;f
34304;Vander Donckt, Bernard;
34305;Vankeerberghen, Laurette;
34306;Zurstrassen, Marie-Noëlle;
34307;de Hagen, Denise;f
34308;van Beuren, Eric;
34309;van Keerberghen, Mireille;
34310;Aflalo, Bibiana;f
34311;Allende, Alfredo;m
34312;Arce, Inés;f
34313;Barardi, Daniel;
34314;Baños, Patricia;f
34315;Boggio, Damián;m
34316;Brambilla, Raúl;m
34317;Cabrera, Julio;m
34318;Cammarota, Óscar Gabriel;m
34319;Czemerinski, Vera;f
34320;Fernández Paroni, María;f
34321;Fontán, Nelly;f
34322;Granata, Noemí;f
34323;Hudson, Bettina;f
34324;Innocenti, Virginia;f
34325;Milone, Cecilia;f
34326;Pini, Omar;m
34327;Plasencia, Óscar;m
34328;Prada, Derli;m
34329;Ruíz, Chela;f
34330;Serra, Ruben Horacio;m
34331;Tesolín, Nelly;f
34332;Álvarez, Hugo;m
34333;Acevedo, Llorenç;m
34334;Addahri, Hassan;m
34335;Akortal, Fátima;f
34336;Amel, Said;m
34337;Arús, Jordi;m
34338;Benattia, Mimo Ghenem;m
34339;Bosch, Gilbert;m
34340;Chamarro, Carlos;m
34341;Chavarrías, Nicolás;m
34342;Costa, Isi;m
34343;El Bekay, Khalid;m
34344;Fatahm, Mohamed;m
34345;Fernández, Eusebi;m
34346;Mabrouki, Malika;f
34347;Oriach, Josep;m
34348;Rachid, Amina;f
34349;Rkayna, Chahrazad;m
34350;Sterlino, Alicia;f
34351;di Rossi, Pipino;m
34352;Bautista, Juan José;m
34353;Echanove, Javier;m
34354;Figueirinhas, António;
34355;Leonardo, Carlos;m
34356;Virosta, María Eugenia;f
34357;de Portugal, Doctor José;m
34358;Bartual, Vicente;m
34359;Canales, Jose Antonio;m
34360;Summers, Ana;f
34361;Tatiana;f
34362;de la Morena, Ricardo;m
34363;Contreras, Josan;m
34364;Cortés, Lydia;f
34365;Ortega, Andrés;m
34366;Pérez de Vega, Marcelino;m
34367;Noguera, Eugenio;m
34368;Sanchidrián, Ángel;m
34369;Arteaga, Ane;
34370;Cané, Giovanna;f
34371;Goñez, Imanol;
34372;Machado, Ana Cecilia;f
34373;Talesnik, Paula;
34374;Álvarez, Liam;m
34375;Álvarez, Lian;m
34376;Amezola, José;m
34377;Arnaiz, Elena;
34378;Babel, Inma;f
34379;Doncel, Toñi;f
34380;Guerrero, Julen;m
34381;Larrainzar, Iñigo;m
34382;Mancebo, Amparo;
34383;Martínez, Genma;f
34384;Martínez, Marta;
34385;Mota, Belén;
34386;Peña, Amaia;
34387;Trincado, Joaquín;m
34388;Angelita;f
34389;Chapman, John T.;m
34390;Cooney, Ray;m
34391;Derek;m
34392;Rolls, Beverly;f
34393;Calvo, Jesús;m
34394;Marín, Yolanda;f
34395;Muñoz, Miguel;m
34396;Neida, Luis;m
34397;Thies, Paco;
34398;Díez, Jesús;
34399;Moral, Verónica;f
34400;Nando, Edi;m
34401;Pérez, Axier;
34402;Yabar, Maider;f
34403;Gal, Rosa María;
34404;Adamovic, Jozef;m
34405;Bartosová, Adriena;
34406;Burkhard, Gedeon;m
34407;Dinková, Dana;f
34408;Dvorská, Milena;f
34409;Gruska, Viliam;m
34410;Hermánek, Karel;m
34411;Klenovský, Eduard;
